taxon	sequenceID	pubmed_id	length	genus	name	full_name	clade	isolate	host_sci_name	sample_date	country
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148285	AY148285	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	SCC1	Cacatua galerita	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148286	AY148286	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	SCC2	Cacatua galerita	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148287	AY148287	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	SCC3	Cacatua galerita	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148288	AY148288	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	SCC4	Cacatua galerita	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148289	AY148289	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	LC1	Cacatua tenirostitus	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148290	AY148290	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	SCC5	Cacatua galerita	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148291	AY148291	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	RCL	Trichogolossus haematodus rubritorquis	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148292	AY148292	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YBL1	Lorius chlorocercus	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148293	AY148293	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	RL5	Trichogolossus haematodus	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148294	AY148294	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	RL2	Trichogolossus haematodus	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148295	AY148295	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	RL3	Trichogolossus haematodus	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148296	AY148296	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BSL1	Eos reticulata	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148297	AY148297	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BSL2	Eos reticulata	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148298	AY148298	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	GL	Psitteuteles goldiei	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148299	AY148299	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YBL2	Lorius chlorocercus	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148300	AY148300	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	RL6	Trichogolossus haematodus	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY148301	AY148301	12620803	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BG3	Melopsittacus undulatus	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY450434	AY450434	15308722	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	WBC1-ZA	Pionites leucogaster	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY450435	AY450435	15308722	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	AFG4-ZA	Psittacus erithacus	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY450436	AY450436	15308722	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	UC1-ZA	Cacatua alba	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY450442	AY450442	15308722	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BCL1-ZA	Agapornis nigrigenis	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY450443	AY450443	15308722	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	AFG3-ZA	Psittacus erithacus	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY521234	AY521234	15290360	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Psittacula kramerii	-	USA: Texas
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY521236	AY521236	15290360	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Psittacus eritacus	-	Portugal
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY521237	AY521237	15290360	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Psittacus eritacus	-	Germany
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/AY521238	AY521238	15290360	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Psittacus eritacus	-	United Kingdom
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/CS449877	CS449877	-	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	-	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/CS449878	CS449878	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	-	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/CS449879	CS449879	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	-	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ016388	DQ016388	16227226	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	1-RL-NSW	Trichoglossus haematodus	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ016389	DQ016389	16227226	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	2-RL-NSW	Trichoglossus haematodus	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ016390	DQ016390	16227226	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	3-SP-TAS	Lathamus discolour	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ016391	DQ016391	16227226	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	4-SP-TAS	Lathamus discolour	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ016392	DQ016392	16227226	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	5-RL-VIC	Trichoglossus haematodus	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ016393	DQ016393	16227226	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	6-ML-WA	Glossopsitta concinna	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ016394	DQ016394	16227226	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	7-RL-WA	Trichoglossus haematodus	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ016395	DQ016395	16227226	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	8-RCL-WA	Trichoglossus haematodus rubritorquis	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ016396	DQ016396	16227226	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	9-RL-NSW	Trichoglossus haematodus rubritorquis	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304738	DQ304738	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	blue-streaked lory (Eos reticulate)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304739	DQ304739	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	blue-streaked lory (Eos reticulate)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304740	DQ304740	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	African grey parrot (Psittacus erithacus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304741	DQ304741	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	African grey parrot (Psittacus erithacus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304742	DQ304742	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	blue & yellow macaw (Ara ararauna)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304743	DQ304743	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	African grey parrot (Psittacus erithacus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304744	DQ304744	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	yellow-naped Amazon (Amazona auropalliata)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304745	DQ304745	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	African grey parrot (Psittacus erithacus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304746	DQ304746	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	red-rumped parakeet (Psephotus haematonotus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304747	DQ304747	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	African grey parrot (Psittacus erithacus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304748	DQ304748	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Pacific parroleet (Forpus coelestis)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304749	DQ304749	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Eclectus parrot (Eclectus roratus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304750	DQ304750	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Eclectus parrot (Eclectus roratus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304751	DQ304751	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	sulphur-crested cockatoo (Cacatua galerita)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304752	DQ304752	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	sulphur-crested cockatoo (Cacatua galerita)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304753	DQ304753	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Eclectus parrot (Eclectus roratus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304754	DQ304754	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	yellow-naped Amazon (Amazona auropalliata)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304755	DQ304755	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	sulphur-crested cockatoo (Cacatua galerita)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304756	DQ304756	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	budgerigar (Melopsittacus undulatus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304757	DQ304757	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	budgerigar (Melopsittacus undulatus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ304758	DQ304758	17039833	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	budgerigar (Melopsittacus undulatus)	-	Taiwan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ384621	DQ384621	16932986	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	UFS2	Psittacula krameri	-	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ384622	DQ384622	16932986	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	UFS1	Psittacula krameri	-	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ384623	DQ384623	16932986	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	UFS3	Melopsittacus undulatus	-	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ384624	DQ384624	16932986	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	UFS4	Melopsittacus undulatus	-	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ384625	DQ384625	16932986	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	UFS5	Melopsittacus undulatus	-	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ384626	DQ384626	16932986	553	Circovirus	BFDV	Beak and feather disease virus	Avian-1	UFS6	Poicephalus gulielmi massaicus	-	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ397816	DQ397816	-	870	Circovirus	BFDV	Beak and feather disease virus	Avian-1	HHP1-ZA	-	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ397817	DQ397817	-	867	Circovirus	BFDV	Beak and feather disease virus	Avian-1	AFG5-ZA	-	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/DQ397818	DQ397818	-	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CPA10-ZA	-	-	-
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/EF457974	EF457974	18202953	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	05-106	Nymphicus hollandicus	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/EF457975	EF457975	18202953	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	05-726	Nymphicus hollandicus	-	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/EU810207	EU810207	20945789	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	PT08	Psittacus erithacus	2008	Portugal
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/EU810208	EU810208	20945789	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	PT05	Psittacus erithacus	2005	Portugal
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/FJ685978	FJ685978	-	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV6	Cacatua sulphurea	2005	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/FJ685979	FJ685979	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV7	Cacatua sulphurea	2005	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/FJ685980	FJ685980	-	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV8	Ara ararauna	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/FJ685989	FJ685989	-	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV17	Cacatua moluccensis	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ120621	GQ120621	20945789	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-PT08-2	Psittacus erithacus	2008	Portugal
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ165756	GQ165756	20127375	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BKS1ZA_84	Budgerigar	2003	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ165757	GQ165757	20127375	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BKS2ZA_85	Budgerigar	2003	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ165758	GQ165758	20127375	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BKS3ZA_86	Budgerigar	2003	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ329705	GQ329705	20945789	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	PT09	Psittacus erithacus	2009	Portugal
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ396652	GQ396652	20180139	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B84b_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ396653	GQ396653	20180139	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B77_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ396654	GQ396654	20180139	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B80_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ396655	GQ396655	20180139	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B78_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ396656	GQ396656	20180139	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B81_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015012	GU015012	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV1	Psittacus erithacus	2005	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015013	GU015013	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV2	Psittacus erithacus	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015014	GU015014	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV3	Psittacula eupatria	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015015	GU015015	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV4	Psittacula eupatria	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015016	GU015016	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV5	Psittacula eupatria	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015017	GU015017	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV9	Ara severa	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015018	GU015018	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV10	Ara nobilis	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015019	GU015019	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV11	Eclectus roratus	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015020	GU015020	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV12	Eclectus roratus	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015021	GU015021	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV14	Ara chloropterus	2009	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015022	GU015022	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV15	Probosciger aterrimus	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015023	GU015023	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV16	Ara ambigua	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU047347	GU047347	20945789	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	PT09-2	Psittacus erithacus	2009	Portugal
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936287	GU936287	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_PE_B51_2008	Platycercus eximius	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936288	GU936288	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B195_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936289	GU936289	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B157_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936290	GU936290	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B326_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936291	GU936291	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B79_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936292	GU936292	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B162a_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936293	GU936293	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B133_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936294	GU936294	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B125_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936295	GU936295	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B192_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936296	GU936296	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B127_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936297	GU936297	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B162b_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748918	HM748918	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_60A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748919	HM748919	21177924	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PGM_81A_2008	Poicephalus gulielmi massaicus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748920	HM748920	21177924	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PGM_80A_2008	Poicephalus gulielmi massaicus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748921	HM748921	21177924	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PGM_70A_2008	Poicephalus gulielmi massaicus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748922	HM748922	21177924	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PGM_69A_2008	Poicephalus gulielmi massaicus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748923	HM748923	21177924	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PGM_68A_2008	Poicephalus gulielmi massaicus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748924	HM748924	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_Am_83e_2008	Amazona sp.	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748925	HM748925	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_Am_83a_2008	Amazona sp.	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748926	HM748926	21177924	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_ER_78a_2008	Eclectus roratus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748927	HM748927	21177924	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PK_76f_2008	Psittacula krameri	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748928	HM748928	21177924	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PK_75A_2008	Psittacula krameri	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748929	HM748929	21177924	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PK_74d_2008	Psittacula krameri	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748930	HM748930	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_61A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748931	HM748931	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PE_55A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748932	HM748932	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_54b_2008	Poicephalus robustus	2008	South Africa
